typcare,oshpd_id,oshpd_id9,hplzip,hplcnty,data_id,pat_id,bthdate,dob_raw,agdyadm,agdydsch,agyradm,agyrdsch,agecatadm,agecatdsch,agecatdsch10,sex,ethncty,race1,race2,race3,race4,race5,race_aman,race_asian,race_black,race_nhpi,race_white,race_other,race_grp,admtdate,admtday,admtmth,qtr_adm,admtyr,dschdate,mth_dsch,qtr_dsch,dsch_yr,counter,los,los_adj,srcpo_ns,srcroute_ns,admtype_ns,MDC,MSDRG,cat-code,sev-code,grouper,diag_p,poa_p,odiag1,opoa1,odiag2,opoa2,odiag3,opoa3,odiag4,opoa4,odiag5,opoa5,odiag6,opoa6,odiag7,opoa7,odiag8,opoa8,odiag9,opoa9,odiag10,opoa10,odiag11,opoa11,odiag12,opoa12,odiag13,opoa13,odiag14,opoa14,odiag15,opoa15,odiag16,opoa16,odiag17,opoa17,odiag18,opoa18,odiag19,opoa19,odiag20,opoa20,odiag21,opoa21,odiag22,opoa22,odiag23,opoa23,odiag24,opoa24,proc_p,proc_pdt,proc_pdy,oproc1,procdt1,procdy1,oproc2,procdt2,procdy2,oproc3,procdt3,procdy3,oproc4,procdt4,procdy4,oproc5,procdt5,procdy5,oproc6,procdt6,procdy6,oproc7,procdt7,procdy7,oproc8,procdt8,procdy8,oproc9,procdt9,procdy9,oproc10,procdt10,procdy10,oproc11,procdt11,procdy11,oproc12,procdt12,procdy12,oproc13,procdt13,procdy13,oproc14,procdt14,procdy14,oproc15,procdt15,procdy15,oproc16,procdt16,procdy16,oproc17,procdt17,procdy17,oproc18,procdt18,procdy18,oproc19,procdt19,procdy19,oproc20,procdt20,procdy20,oproc21,procdt21,procdy21,oproc22,procdt22,procdy22,oproc23,procdt23,procdy23,oproc24,procdt24,procdy24,ecm1,epoa1,ecm2,epoa2,ecm3,epoa3,ecm4,epoa4,ecm5,epoa5,ecm6,epoa6,ecm7,epoa7,ecm8,epoa8,ecm9,epoa9,ecm10,epoa10,ecm11,epoa11,ecm12,epoa12,ssn,rln,disp,charge,charge_adj,abstrec,dnr,pay_cat,pay_type,pay_plan,pls_abbr,pls_wrtin,patcnty,patzip
1,,,,,1000000011,100000000002,11101961,11101961,0,0,61,61,14,14,08,M,E1,R3,,,,,,,,,,,,05062023,0,5,2,2023,05072023,5,2,2023,11,1,,8,2,1,,,,,,Z952,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,308283009,20230506,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999269741,999269741,83,1127,1127,999-26-9741,N,06,1,0000,ENG,English,36,92404
1,,,92354,36,1000000012,100000000002,11101961,11101961,0,0,61,61,14,14,08,M,E1,R3,,,,,,,,,,,,07192023,4,7,3,2023,07212023,7,3,2023,12,2,,5,3,4,,,,,,F1920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999269741,999269741,21,166,166,999-26-9741,Y,06,,0000,ENG,English,36,92404
1,,,94801,07,1000000013,100000000003,12161978,12161978,0,0,35,35,09,09,05,F,E2,R5,,,,,,,,,,,,08042014,2,8,3,2014,08052014,8,3,2014,13,1,,4,3,2,,,,,,Z9851,Y,Z302,U,Z9851,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,287664005,20140804,0,133899007,20140805,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999791808,999791808,51,7409,7409,999-79-1808,N,03,1,0303,ENG,English,07,94805
1,,,95355,50,1000000014,100000000004,02161953,02161953,0,0,21,21,06,06,04,M,E1,R5,,,,,,,,,,,,08121974,2,8,3,1974,08151974,8,3,1974,14,3,,6,3,4,,,,,,Z9049,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999474698,999474698,61,12017,12017,999-47-4698,N,03,2,0000,ENG,English,24,00000
1,,,95355,50,1000000015,100000000004,02161953,02161953,0,0,62,62,14,14,08,M,E1,R5,,,,,,,,,,,,11202015,6,11,4,2015,11252015,11,4,2015,15,5,,5,3,4,,,,,,Z940,Y,Z7682,Y,Z7682,U,Z940,Y,Z940,Y,Z940,U,Z940,W,Z7682,Y,Z940,W,Z940,N,Z940,Y,Z940,W,Z940,W,,,,,,,,,,,,,,,,,,,,,,,,,428830000,20151120,0,70536003,20151120,0,711446003,20151122,2,711446003,20151123,3,711446003,20151124,4,711446003,20151125,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999474698,999474698,05,4969,4969,999-47-4698,N,03,2,0000,ENG,English,24,00000
1,,,,,1000000016,100000000004,02161953,02161953,0,0,63,63,14,14,08,M,E1,R5,,,,,,,,,,,,12012016,5,12,4,2016,12032016,12,4,2016,16,2,,F,3,2,,,,,,Z95818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,271280005,20161201,0,29303009,20161201,0,399208008,20161201,0,71493000,20161201,0,29303009,20161202,1,399208008,20161202,1,71493000,20161202,1,306706006,20161203,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999474698,999474698,69,28988,28988,999-47-4698,N,03,,0152,SPA,Spanish,24,00000
1,,,,,1000000017,100000000004,02161953,02161953,0,0,63,63,14,14,08,M,E1,R5,,,,,,,,,,,,12032016,0,12,4,2016,12042016,12,4,2016,17,1,,6,3,3,,,,,,Z95818,W,Z95818,W,Z95818,U,Z95818,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,243063003,20161203,0,302761001,20161203,0,252482003,20161203,0,308283009,20161203,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999474698,999474698,65,2568,2568,999-47-4698,Y,03,2,0000,ENG,English,24,00000
1,,,91206,19,1000000018,100000000005,12282000,12282000,0,0,2,2,02,02,02,M,E2,R5,,,,,,,,,,,,12122003,6,12,4,2003,12142003,12,4,2003,18,2,,8,3,3,,,,,,Z9049,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999322341,999322341,65,14062,14062,999-32-2341,N,06,2,0000,SPA,Spanish,19,90017
1,,,92501,33,1000000019,100000000006,05121973,05121973,0,0,25,25,07,07,04,F,E1,R5,,,,,,,,,,,,03271999,0,3,1,1999,03281999,3,1,1999,19,1,,G,3,3,,,,,,Z9851,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999834489,999834489,70,10878,10878,999-83-4489,Y,08,0,0000,ENG,English,33,92507
1,,,90301,19,1000000020,100000000007,11151967,11151967,0,0,35,35,09,09,05,F,E2,R2,,,,,,,,,,,,10212003,3,10,4,2003,10222003,10,4,2003,20,1,,6,3,5,,,,,,Z9851,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999391161,999391161,69,11668,11668,999-39-1161,Y,08,0,0000,ENG,English,19,90302
1,,,93257,54,1000000021,100000000008,10181962,10181962,0,0,60,61,14,14,08,F,E2,R5,,,,,,,,,,,,10032023,3,10,4,2023,10272023,10,4,2023,21,24,,6,3,4,,,,,,F1920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999884511,999884511,01,166,166,999-88-4511,Y,03,,0152,ENG,English,54,00000
1,,,93257,54,1000000022,100000000008,10181962,10181962,0,0,61,61,14,14,08,F,E2,R5,,,,,,,,,,,,05262024,1,5,2,2024,06012024,6,2,2024,22,6,,D,3,9,,,,,,F1920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999884511,999884511,01,166,166,999-88-4511,N,03,,0152,ENG,English,54,00000
1,,,95382,50,1000000023,100000000009,02161953,02161953,0,0,49,49,11,11,06,M,E1,R5,,,,,,,,,,,,09132002,6,9,3,2002,09192002,9,3,2002,23,6,,8,3,9,,,,,,Z940,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999694358,999694358,50,5809,5809,999-69-4358,N,03,2,0000,ENG,English,24,00000
1,,,,,1000000024,100000000009,02161953,02161953,0,0,70,70,16,16,09,M,E1,R5,,,,,,,,,,,,02112024,1,2,1,2024,02122024,2,1,2024,24,1,,6,3,2,,,,,,Z95818,N,R931,N,I259,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110467000,20240211,0,44608003,20240211,0,29303009,20240211,0,399208008,20240211,0,40701008,20240211,0,709138001,20240211,0,410538000,20240211,0,392247006,20240211,0,410770002,20240211,0,52765003,20240211,0,65677008,20240211,0,223495004,20240211,0,42825003,20240211,0,63697000,20240211,0,301882004,20240211,0,8290005,20240212,1,359672006,20240212,1,232717009,20240212,1,301884003,20240212,1,233553003,20240212,1,23745001,20240212,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999694358,999694358,89,62560,62560,999-69-4358,Y,,2,0000,ENG,English,24,00000
1,,,,,1000000025,100000000009,02161953,02161953,0,0,70,70,16,16,09,M,E1,R5,,,,,,,,,,,,02122024,2,2,1,2024,02142024,2,1,2024,25,2,,5,2,1,,,,,,Z95818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,271280005,20240212,0,29303009,20240212,0,399208008,20240212,0,29303009,20240213,1,399208008,20240213,1,71493000,20240213,1,12719002,20240213,1,306706006,20240214,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999694358,999694358,02,33960,33960,999-69-4358,Y,,,,SPA,Spanish,24,00000
1,,,,,1000000026,100000000009,02161953,02161953,0,0,70,70,16,16,09,M,E1,R5,,,,,,,,,,,,02142024,4,2,1,2024,02152024,2,1,2024,26,1,,4,2,1,,,,,,Z95818,U,Z95818,N,Z95818,W,Z95818,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,243063003,20240214,0,302761001,20240214,0,252482003,20240214,0,308283009,20240214,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999694358,999694358,00,2568,2568,999-69-4358,N,,2,0000,CMN,Mandarin,24,00000
1,,,95382,50,1000000027,100000000010,07222011,07222011,0,0,1,1,02,02,02,M,E1,R5,,,,,,,,,,,,08242012,6,8,3,2012,08282012,8,3,2012,27,4,,8,3,9,,,,,,Z9049,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999679573,999679573,00,24071,24071,999-67-9573,N,06,1,0000,SPA,Spanish,24,95334
1,,,94538,01,1000000028,100000000011,03141984,03141984,0,0,25,25,07,07,04,F,E2,R5,,,,,,,,,,,,07262009,1,7,3,2009,07272009,7,3,2009,28,1,,2,2,1,,,,,,Z9851,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999165618,999165618,61,11270,11270,999-16-5618,Y,06,2,0000,CMN,Mandarin,01,94539
1,,,92555,33,1000000029,100000000012,10091980,10091980,0,0,27,27,07,07,04,M,E2,R3,,,,,,,,,,,,04212008,2,4,2,2008,05042008,5,2,2008,29,13,,6,3,4,,,,,,F1920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999609446,999609446,90,166,166,999-60-9446,Y,06,,0000,ENG,English,33,92518
1,,,92555,33,1000000030,100000000012,10091980,10091980,0,0,27,27,07,07,04,M,E2,R3,,,,,,,,,,,,08122008,3,8,3,2008,08172008,8,3,2008,30,5,,5,3,3,,,,,,F1920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999609446,999609446,82,166,166,999-60-9446,Y,06,,0000,SPA,Spanish,33,92518
1,,,92555,33,1000000031,100000000012,10091980,10091980,0,0,31,31,08,08,05,M,E2,R3,,,,,,,,,,,,01082012,1,1,1,2012,01092012,1,1,2012,31,1,,4,3,9,,,,,,F1920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999609446,999609446,05,166,166,999-60-9446,Y,06,,0000,ENG,English,33,92518
1,,,91942,37,1000000032,100000000013,06261962,06261962,0,0,25,25,07,07,04,F,E1,R5,,,,,,,,,,,,02211988,1,2,1,1988,02221988,2,1,1988,32,1,,1,3,3,,,,,,Z9851,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999456673,999456673,81,14858,14858,999-45-6673,Y,06,2,0000,ENG,English,37,92020
1,,,92211,33,1000000033,100000000014,12041948,12041948,0,0,25,25,07,07,04,F,E2,R5,,,,,,,,,,,,09291974,1,9,3,1974,09301974,9,3,1974,33,1,,2,1,1,,,,,,Z9851,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999471142,999471142,85,10320,10320,999-47-1142,Y,03,1,0176,SPA,Spanish,33,92236
1,,,,,1000000034,100000000014,12041948,12041948,0,0,68,68,15,15,08,F,E2,R5,,,,,,,,,,,,03302017,5,3,1,2017,03312017,3,1,2017,34,1,,G,3,2,,,,,,Z95818,W,R931,U,I259,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110467000,20170330,0,44608003,20170330,0,29303009,20170330,0,399208008,20170330,0,40701008,20170330,0,709138001,20170330,0,410538000,20170330,0,392247006,20170330,0,410770002,20170330,0,52765003,20170330,0,65677008,20170330,0,223495004,20170330,0,359672006,20170330,0,418824004,20170330,0,23745001,20170331,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999471142,999471142,69,29937,29937,999-47-1142,N,,1,,ENG,English,33,92236
1,,,,,1000000035,100000000014,12041948,12041948,0,0,68,68,15,15,08,F,E2,R5,,,,,,,,,,,,03312017,6,3,1,2017,04042017,4,2,2017,35,4,,6,3,4,,,,,,Z95818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,271280005,20170331,0,29303009,20170331,0,399208008,20170331,0,71493000,20170331,0,29303009,20170401,1,399208008,20170401,1,71493000,20170401,1,29303009,20170402,2,399208008,20170402,2,71493000,20170402,2,29303009,20170403,3,399208008,20170403,3,71493000,20170403,3,306706006,20170404,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999471142,999471142,91,58361,58361,999-47-1142,N,,,,ENG,English,33,92236
1,,,,,1000000036,100000000014,12041948,12041948,0,0,68,68,15,15,08,F,E2,R5,,,,,,,,,,,,04042017,3,4,2,2017,04052017,4,2,2017,36,1,,G,1,1,,,,,,Z95818,W,Z95818,N,Z95818,W,Z95818,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,243063003,20170404,0,302761001,20170404,0,252482003,20170404,0,308283009,20170404,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999471142,999471142,83,2568,2568,999-47-1142,N,,1,,ENG,English,33,92236
