Id,ORGANIZATION,NAME,GENDER,SPECIALITY,ADDRESS,CITY,STATE,ZIP,LAT,LON,ENCOUNTERS,PROCEDURES
7737c9f6-142b-37cb-a94d-6f2ca48fc797,4c1a8ea6-b690-3c28-a02e-ebd82190ee65,Marcos Cronin,M,GENERAL PRACTICE,885 WASHINGTON ST,BOSTON,MA,021111415,42.3479909,-71.064924,46,0
842d61a2-1575-3e35-bc69-def7501885d7,5ba6765a-f335-36b0-9c6a-6bb494c5330d,Sasha Schamberger,F,GENERAL PRACTICE,31 OLD ROUTE 7,WESTWOOD,MA,020902333,42.2139873,-71.2244987,4,0
bfb7ec8c-0322-38b0-bc5e-155d18f3c47c,b6eeaaf7-1683-3bcb-b6ee-81ce304636ef,Ariane Pagac,F,GENERAL PRACTICE,170 GOVERNORS AVE,MELROSE,MA,021763225,42.4564323,-71.064182,110,0
a3f0beda-cb4b-3a3c-ab11-09fa413a3894,12dc66ee-e2c7-3d5a-892e-157ff1d47f32,Venice Rogahn,F,GENERAL PRACTICE,242 GREEN ST,WINCHENDON,MA,014751820,42.68061,-72.060691,1,0
326ce918-50ce-370c-8627-463bfa761d0e,14932db8-e179-331d-98ad-dc1c352cb6d3,Wm Barrows,M,GENERAL PRACTICE,743 MAIN ST,MELROSE,MA,021762707,42.460108950000006,-71.06216841036309,1,0
1e1ce67f-0d74-3b4a-89f4-ef7733ae3fa3,de29a374-221b-3cb4-8051-a02c1a35e5b7,Gwyneth Marvin,F,GENERAL PRACTICE,562 WASHINGTON ST,SOUTH ATTLEBORO,MA,027036942,41.912892049999996,-71.36135809627689,55,0
48c865b9-6aac-359c-8c6a-628ddeaa3229,ff6d901b-6850-378b-87d0-97a8c499aa43,Kurt Ferry,M,GENERAL PRACTICE,935 WASHINGTON ST,NORWOOD,MA,020623411,42.18396765,-71.2037844209652,37,0
ed3bc805-a292-38cc-92f9-033da7e9b23f,ea153d0a-9ccc-3769-9a25-934b417071b7,Adam Towne,M,GENERAL PRACTICE,463 WORCESTER RD,FRAMINGHAM,MA,017015354,42.3095704,-71.4413097,116,0
c190f706-1b59-337d-9079-daed48d09e20,d3085315-9893-34c7-8889-3a31dc17c2b0,Ethyl Rau,F,GENERAL PRACTICE,1428 MAIN ST STE 7,WALPOLE,MA,020811729,42.1325911,-71.2618886,9,0
8643a057-b6ed-3985-aeb4-958a0c74c009,18061fd5-fda8-3e2d-87f0-0f3c87211bcc,Omer Koepp,M,GENERAL PRACTICE,1493 CAMBRIDGE ST,SOMERVILLE,MA,021431408,42.3875968,-71.0994968,682,0
04c4dd4c-4e7e-3214-ae75-05c6be841122,1faab3d1-2ae5-3110-8e5f-c65b92ca906d,Theodore Ankunding,M,GENERAL PRACTICE,29 LEWIS AVE,GREAT BARRINGTON,MA,012301713,42.19093125,-73.3715000043024,9,0
db737dce-698d-3830-bb15-ba03b484a427,76281d34-caff-30e0-8545-bcdf33182109,Jane Schmeler,F,GENERAL PRACTICE,500 WILBUR AVENUE,SOMERSET,MA,027252051,41.72075205,-71.16843052114558,9,0
dd44f6c9-5aa8-3f29-9270-695f5d3e154e,d17688c1-9cc8-3e68-980f-82fe1ed685fe,Adam Robel,M,GENERAL PRACTICE,100 TEATICKET HWY,TEATICKET,MA,025365678,41.56361395,-70.59806084770075,49,0
2bac870d-a6f3-3993-8d67-a7f5a6d08d25,545dcda5-7471-374e-9251-b4b685197d3c,Teodoro Koss,M,GENERAL PRACTICE,175 CONNORS STREET,GARDNER,MA,014402637,42.5730593,-71.99713285,69,0
7f8d3acb-f10c-3952-8373-be80d8e77f39,43e33b67-64ac-3314-99ee-114fb2b56b80,Fidel Cummerata,M,GENERAL PRACTICE,200 HILLSIDE CIRCLE  SUITE 2,WEST SPRINGFIELD,MA,010894681,42.105237,-72.6213712,8,0
fb80c147-feb0-3157-827e-1d9b75165e8d,1e11392b-1278-3e70-93cd-f396cbd0c265,Gerry Block,F,GENERAL PRACTICE,115 LINCOLN ST,NATICK,MA,017607700,42.2843753,-71.3441395,199,0
bbaa816c-0141-3f98-8479-d6c09b3fef19,fe30f2b4-9bc8-346e-afba-4455d1766545,Georgetta Turner,F,GENERAL PRACTICE,17 LAFAYETTE AVENUE,CHELSEA,MA,021502010,42.40019115,-71.03050082480353,9,0
c30facfe-47bd-331c-88dd-0a9391c8850a,6cf8a214-8d57-3267-85e5-7719e15cd63e,Cindie Zulauf,F,GENERAL PRACTICE,170 MORTON STREET,JAMAICA PLAIN,MA,021303735,42.299067750000006,-71.10124351911541,59,0
fdf7c85d-0229-37b4-ace3-bd96160b2818,4bc0cc09-77e5-37f5-844d-64a6637cae54,Ahmed Feil,M,GENERAL PRACTICE,91 EAST MOUNTAIN ROAD,WESTFIELD,MA,010851801,42.110743549999995,-72.70066160206358,26,0
3167eb94-cd9a-316b-b226-356de5f5240a,0fedae9f-701f-3317-9b2f-69aea2202cdc,Willian Batz,M,GENERAL PRACTICE,88 EAST NEWTON STREET,WINTHROP,MA,021522715,42.3750976,-70.982827,206,0
be3e90de-d7d8-3103-ba97-c1c8d764871c,733fc7d0-7cf3-3995-82ef-a9883b807273,Melissa Yundt,F,GENERAL PRACTICE,175 FRANKLIN STREET,NORTH ADAMS,MA,012472712,42.70707,-73.10094536747326,43,0
a20ebf0b-76ee-3ca2-9739-9b3cf65a189d,9ab139f5-d278-31b4-b44e-feffdea65613,Shayla White,F,GENERAL PRACTICE,88 ROUTE 6A 101,SANDWICH,MA,025631866,41.764922,-70.502215,6,0
a5af08e9-2de1-3afe-a4e1-bbb5d11f8be6,21fa25b9-6842-3a3c-bef2-2eb383ad525e,Patrick Langosh,M,GENERAL PRACTICE,180 LOW ST,NEWBURYPORT,MA,019503519,42.815683050000004,-70.89666045994463,2,0
8414c0ad-e446-3c5f-9478-a0a0942164fc,4b7c1695-a178-3e03-8651-51acfd3b8372,Juan O'Keefe,M,GENERAL PRACTICE,600 OLD SOMERSET AVE,NORTH DIGHTON,MA,027641824,41.86399,-71.1244904,52,0
f561e763-e9bd-3ace-8f3c-f5dc087d9f66,a3327df4-d092-350b-b551-e60c82076c9a,King Predovic,M,GENERAL PRACTICE,46 NORTH MAIN ST,W BROOKFIELD,MA,015853232,42.23754835,-72.13791547215251,51,0
1117acb1-5998-3029-88e3-1835df59ed66,aade280a-3b90-3e48-9648-91109a964a63,Johna Klein,F,GENERAL PRACTICE,909 SUMNER ST,DARTMOUTH,MA,027473826,41.6332267,-70.9879928,210,0
f7c8cacd-15df-3a1f-8d6c-07f9ea9c489b,18764c6a-31fe-391c-80ac-6a5b761e06d6,Chadwick Doyle,M,GENERAL PRACTICE,19 OBERY ST,PLYMOUTH,MA,023602129,41.94456995,-70.64966444737888,2,0
563a92a4-cd52-3db4-99fc-099ea444a25e,96e9e829-0b71-3ad3-8b41-60e25b5d47d7,Doyle Crooks,M,GENERAL PRACTICE,111 ORIENT AVE,EAST BOSTON,MA,021281006,42.39055278090538,-71.00587148689957,2,0
06c84621-5c48-364b-a2a6-a0187badac0e,ecadbc11-930c-3903-b706-f8ef4bc9089e,Marco Antonio Terrazas,M,GENERAL PRACTICE,780 CHESTNUT ST,SPRINGFIELD,MA,011031109,42.1211633,-72.60614164702717,65,0
4742417c-6a6b-3bb0-bb49-aa5b609e7e27,ad007cc5-a3df-3aa7-886d-5123ab59d189,Antoine Maggio,M,GENERAL PRACTICE,85 N WASHINGTON ST,NORTH ATTLEBORO,MA,027601634,41.98443775,-71.33190349847027,1,0
951b018a-cdc0-33f4-8df5-0abd30161d71,980d9bfa-a344-3bff-8c02-232dd0e8fd34,Waylon Lakin,M,GENERAL PRACTICE,100 TRADE CENTER SUITE G-700,WOBURN,MA,018011851,42.4792618,-71.1522766,73,0
49d8b09b-d73a-3c28-9caf-267fe08507e4,794b1cc2-97be-30a4-83a0-4bf6add43c74,Hugo Gutmann,M,GENERAL PRACTICE,215 THATCHER STREET,BROCKTON,MA,023023949,42.0740963,-70.99660306096918,5,0
68395108-d578-30b4-aaad-fa346121fa8e,440fa4b8-c731-3cf5-81d9-aa3f30a37b95,Bennie Abbott,M,GENERAL PRACTICE,41 & 45 MALL ROAD,PEABODY,MA,019602901,42.5278731,-70.9286609,139,0
2cc34966-32a5-3780-aa4f-d0785b39fe1f,0fab3c4e-a028-39a6-b15a-be5a88b6aa2a,Miyoko Paucek,F,GENERAL PRACTICE,222 STATE STREET,LUDLOW,MA,010563437,42.15547415,-72.47222226666076,100,0
1a292c7f-d754-3716-bb38-1156fdfc8ebc,ce53c877-0290-390a-b4b4-2462001a1713,Greg Hilll,M,GENERAL PRACTICE,847 ROGERS STREET  SUITE 201,LOWELL,MA,018524345,42.6275246,-71.27673639687623,1,0
5bd873d6-2454-3c27-9e18-0dbbd73ad5bf,e9a24be5-b0a3-3fd2-a606-dd13498024ea,Darwin O'Hara,M,GENERAL PRACTICE,85 E MAIN ST STE A,NORTON,MA,027662307,41.971697,-71.17689334021827,27,0
299bc970-e392-3725-be6b-0068abb3dacb,57e4e5fa-d68d-3caa-a5ad-37beb1b51207,Latrina White,F,GENERAL PRACTICE,800 WASHINGTON ST,NORWOOD,MA,020623487,42.1886973,-71.2005241,1,0
ca468bd1-fb33-3446-8ab2-668bc2f89d1c,b20a0fe1-53b3-33fc-8acb-bc9a2df64e57,Prince Schoen,M,GENERAL PRACTICE,3 PATTERSON ROAD  SUITE 3,SHIRLEY,MA,014642907,42.552462649999995,-71.62383665745185,7,0
0247c8a1-7a1b-31c5-b9cf-7ca5f2709870,b8421363-9807-3b16-a146-95336eea5cfb,Nicolás Covarrubias,M,GENERAL PRACTICE,30 LOCUST ST,NORTHAMPTON,MA,010602052,42.33032115,-72.65330802608176,8,0
3de52be3-c92c-3061-8052-1d0c2776b2f5,8424b5ec-ba0a-32e9-94ae-a9d397884093,Ileen Casper,F,GENERAL PRACTICE,49 BLANCHARD STREET  SUITE 101,LAWRENCE,MA,018431456,42.69651155,-71.1612176954981,11,0
e4983a7e-17dd-37fa-8f18-22560ba279e0,37111f41-8bc5-35d3-9cd9-5b447a11ffd1,Derek Greenholt,M,GENERAL PRACTICE,TEN INGALLS COURT,METHUEN,MA,018443712,42.7262016,-71.1908924,13,0
48043011-5077-39cf-9667-78a159c43d1a,24460683-f514-37ef-98c1-724b2fc9aa2a,Simonne Wilderman,F,GENERAL PRACTICE,60 HODGES AVE,TAUNTON,MA,027803034,41.91158935,-71.10129620180315,9,0
ad6ac3c7-997d-3d5d-b3db-923c92002bed,3076e02a-deac-3e81-96a9-1d32cbda6fca,Randy Kilback,F,GENERAL PRACTICE,59 EASTWOOD CIRCLE,GARDNER,MA,014403901,42.567006649999996,-71.97817904424542,12,0
9314124c-9c70-39f3-ad96-ad4765cf03ba,65f0254a-73a3-3b06-bced-54d511445535,Elbert Carter,M,GENERAL PRACTICE,720 BOSTON POST ROAD,MARLBOROUGH,MA,017523766,42.355106,-71.47654,11,0
2ca33fa8-bb5d-3582-8c9a-f240a30e0e3b,6170552c-4d27-3e64-8068-64a380f1837d,Jackelyn Pacocha,F,GENERAL PRACTICE,76 SUMMER ST,HAVERHILL,MA,018305814,42.7786873,-71.07306505177553,128,0
c485d481-5941-3e18-a2cf-866d775b1c87,e6cc6043-299a-3581-8f6b-b3b5d62c46ae,Ellen Farrell,F,GENERAL PRACTICE,532 SUMNER AVE,SPRINGFIELD,MA,011082458,42.08631583333334,-72.55792579166666,43,0
e88c8e08-c56d-3cbe-84ae-acd4c1bf2b20,b9e35b8a-9831-32d8-a6dc-d7a546c126b0,Domenic Blick,M,GENERAL PRACTICE,111 HUNTOON MEMORIAL HIGHWAY  1ST FLOOR,SPRINGFIELD,MA,011092550,42.1018764,-72.5886727,321,0
0fe0cd33-1890-3f2c-9644-2c30e8611b24,70d5bbef-3c05-3318-b9d7-003dc8fbb8cf,Shenika Little,F,GENERAL PRACTICE,33 SUMMER ST,TAUNTON,MA,027803479,41.9005416,-71.08895606814966,1,0
0f63a01f-4457-327e-b327-d8a3d2321bc8,38508743-50d1-3429-8fe2-37e42ddaf20e,Marth Mayer,F,GENERAL PRACTICE,164 HIGH ST,GREENFIELD,MA,013012778,42.595268700000005,-72.59288632376354,151,0
a8053bca-83a0-36e7-876a-2bafd61170e6,2f735290-1603-31b5-b561-7c8e0d413170,Amado Adams,M,GENERAL PRACTICE,100 FOXBOROUGH BLVD STE 230,FOXBOROUGH,MA,020352878,42.041851949999995,-71.23486657070565,18,0
d6082f78-dee2-31b4-a331-8111497218d0,e1818b21-4458-3b9c-b2b8-7ed6f57ae078,Tamisha Wilderman,F,GENERAL PRACTICE,2399 BOSTON ROAD,WILBRAHAM,MA,010951185,42.14668485,-72.45048427046072,9,0
b947e03a-d37d-38cd-9e2d-41d81c42539f,328f813e-4de8-3ec2-a113-43f3ddfb0b2a,Eldridge Roob,M,GENERAL PRACTICE,30-40 WESTPARK STREET,BROCKTON,MA,023015241,42.0834335,-71.0183787,61,0
ce4b2d16-d893-338c-a243-b4f766708b74,8d110f42-6f75-3751-b0c5-b45ab08333a1,Shonna Feest,F,GENERAL PRACTICE,88 WASHINGTON ST,TAUNTON,MA,027802465,41.9062805,-71.09518121351795,115,0
8027f1b7-ed1b-3fb3-a657-e43297ecf686,dd3307db-114c-3f11-be44-a9eef6bb3fc5,Evelin Ratke,F,GENERAL PRACTICE,269 UNION STREET,LYNN,MA,019011201,42.4652772,-70.94362420273097,30,0
2148aabd-3064-303b-ae45-b3729a6208ed,1d87bbfa-19aa-3128-adca-420ff8d5a12a,Junior Pacocha,M,GENERAL PRACTICE,771 CHURCH ST,NORTH ADAMS,MA,012474109,42.680927100000005,-73.09950699822534,67,0
23da564b-7ab3-3911-9ff5-cea4e5531592,f2068cee-c75c-321d-9b2c-c33535db89c9,Octavio Prosacco,M,GENERAL PRACTICE,32 BOSSI AVE,RANDOLPH,MA,023682002,42.20017865,-71.0582074,28,0
a856037e-ae41-319b-8944-a09243ce51d7,15d4c950-4691-3996-b4c4-bf06bfb58ff7,Alvin Crona,M,GENERAL PRACTICE,70 EAST ST,METHUEN,MA,018445883,42.7285558,-71.16833738237946,209,0
ff1d93ed-2249-3352-bc83-cac24cb57695,5018c664-e283-30eb-932a-529d9a19b3b5,Rochell Stehr,F,GENERAL PRACTICE,300 SOUTH ST,WOBURN,MA,018014979,42.473347,-71.144086,164,0
6a190488-b4fa-3fe1-8702-9f4a40f8ae7a,2e8b42f8-4300-30a9-a576-d513d1021a0a,Chris Haag,M,GENERAL PRACTICE,600 CLARK RD,TEWKSBURY,MA,018761699,42.63120935,-71.27023603178071,80,0
b9594a58-47f3-3041-9a61-6138dd591308,0caa0116-ef9a-3d4c-bcff-9c405a9d2bda,Aubrey Emard,M,GENERAL PRACTICE,105 CHESTNUT ST STE 35,PLYMOUTH,MA,023604054,41.884685,-70.847219,101,0
531bfc75-e077-3dc6-af9a-b074e83df23a,5ba77f2c-8ce5-3dde-bb46-3ffcceb3bfbf,Cedric Quitzon,M,GENERAL PRACTICE,188 FLORENCE ST,CHESTNUT HILL,MA,024672641,42.31835025,-71.17401686317635,3,0
faf532df-7bf4-3543-b83c-206d6368b716,d140ed3f-2696-3e78-bd77-1c959ec4fc4d,Orpha Marks,F,GENERAL PRACTICE,863 HATHAWAY ROAD,NEW BEDFORD,MA,027401916,41.6512968,-70.9669902070805,19,0
6b78c8cb-d557-3108-8b8d-f6425e3ddf50,1cff30ba-b91f-3ea2-b80b-770d67856358,Annamae Halvorson,F,GENERAL PRACTICE,359 JONES RD,FALMOUTH,MA,025403341,41.5591273,-70.60352436630029,13,0
54d612fa-7027-3d20-93fa-d3b154af8c50,d4e48a16-0a60-3e90-81e5-c35b22ffe6af,Elmer Kutch,F,GENERAL PRACTICE,856 STATE RD,NORTH ADAMS,MA,012473027,42.69967208677275,-73.16330754755236,92,0
77a29306-6654-38ee-96de-0a488a8b4100,bccd7d67-203c-3d93-b6b0-bff5a146cd1d,Courtney Kihn,M,GENERAL PRACTICE,286 WASHINGTON ST,STOUGHTON,MA,020721763,42.1384306,-71.1022598,1,0
f0f3701c-009a-311c-9aa3-0ed8995df26f,63cb4d95-04a9-3a35-b5d9-f89e0377a48d,Chu Weber,F,GENERAL PRACTICE,211 PARK ST,ATTLEBORO,MA,027033143,41.9419187,-71.2752081695297,290,0
91f411cc-cace-39b7-8470-5be99de2f05a,6e290541-eba3-37fc-a3e2-e58f77e84c7e,Christeen Toy,F,GENERAL PRACTICE,15 LENOX ST.,SPRINGFIELD,MA,011083122,42.085779,-72.55846414285715,101,0
e633e574-2905-325f-9393-6b5519ba6958,4e880cb9-1ca0-3582-b8cf-8a59b0d2b878,Mao Bednar,F,GENERAL PRACTICE,51 S CHURCH ST,PITTSFIELD,MA,012016178,42.44648205,-73.25863241543368,152,0
72e531cf-9f68-3720-b23b-46079651ce15,ca62a361-9c79-32d1-92cc-ffc0d5d19679,Benedict Barrows,M,GENERAL PRACTICE,19 HENRY ST,SHARON,MA,020671714,42.109147300000004,-71.20768205338297,18,0
df292e73-ff6d-36f3-ae77-f814931c5611,0d24cc89-3256-330c-b36d-d8de8babef84,Will Bernhard,M,GENERAL PRACTICE,1030 FALMOUTH RD,SOUTH YARMOUTH,MA,026641218,41.6667779,-70.1847414,16,0
bb7a1aad-57ed-35ee-8c32-01b0734af8cd,8ae6a210-708f-3b23-b7d3-ac7948abd2b0,Alden Dare,M,GENERAL PRACTICE,631 LINCOLN ST,WORCESTER,MA,016052010,42.2975664,-71.76536802164628,24,0
2cc90f8a-dfe4-36c1-831d-50f133f51ed0,db28cc9a-fdfb-35a6-aef7-ab9b933ef244,Judy Gleason,F,GENERAL PRACTICE,8 DANA STREET,CAMBRIDGE,MA,021385402,42.3694992,-71.11011030010101,12,0
3e494735-b7c5-3c17-aff5-14445e43f70d,19a65317-5d32-355e-8f82-88933d48366d,Wes King,M,GENERAL PRACTICE,5 PRECINCT ST,LAKEVILLE,MA,023471468,41.8455651,-70.95195924208448,40,0
b7a2158e-bd0c-32ca-86ac-aedbca518d2d,9d0e702d-50a0-3f4c-9126-0951d560fd4b,Otha Roberts,M,GENERAL PRACTICE,189 MAY ST,WORCESTER,MA,016024339,42.25986305,-71.83597786023279,197,0
6ad4df0a-6c26-302b-aab0-67139a0368fb,f0e3e152-0b08-3819-b962-b043f63f6dc1,Manuela Rippin,F,GENERAL PRACTICE,1010 VARNUM AVENUE,LOWELL,MA,018541915,42.6422606,-71.36626685573418,2,0
98eb0513-5e92-3db5-94bb-88c8b767dd87,c7542447-e06e-32cb-b6db-243c23a0dbc2,José Emilio Leyva,M,GENERAL PRACTICE,30 WARREN ST,BOSTON,MA,021353602,42.3501483,-71.14393324457691,413,0
